CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
WAUC601208HQWNJS80,WILITON,CABRAL,RODRIGUEZ,NEZAHUALCOYOTL,CERRADA JORGE ROJO LUGO  ,48902,11901,E,pglivyudaq/cltiepjkma.beq,52-75-52-39,55-02-19-21-30,Facultad de Medicina Veterinaria y Zootecnia,vfarrearsbx@paypal.com
JFBM801204HVGXNS61,JULIO ROBERTO,CABRAL,BARRETO,NEZAHUALCOYOTL,PRIV. DEL CEDRAL  ,729,58433,E,euloa/jcmv.cly,88-61-71-26,55-96-45-90-06,Facultad de Medicina Veterinaria y Zootecnia,agruteby@ox.ac.uk
PLCU941129MHQMOL57,MARCELO DANIEL,CABRAL,LABORDE,NEZAHUALCOYOTL,BELLACO  ,1943,86886,E,cyrhsnlg/zmlsigcxh.nij,33-84-73-30,55-30-22-31-87,Facultad de Ciencias,bgeibelbz@nbcnews.com
HANU901019HICYNS20,ADOLFO AURELIANO,CABRAL,GARCIA,NEZAHUALCOYOTL,OBRERO MUNDIAL  ,746,68291,E,xbwa/ouyjtwegp.urt,56-27-84-01,55-07-50-50-00,Facultad de Ciencias,bbrickseyc0@yelp.com
MBPN731209HYUMPN01,ARIBEL ENRIQUE,CABRAL,OLIVERA,NEZAHUALCOYOTL,JACARANDAS  ,2,68339,E,kgcusl/xrigwephm.ngk,01-61-42-32,55-98-32-04-46,Facultad de Musica,kpervoec1@ca.gov
AWDM890809HVOYNB70,SERGIO GUSTAVO,CABRERA,HERRERA,NEZAHUALCOYOTL,PERIFERICO  ,1607,47910,E,zyli/qywkgzbn.wek,84-40-10-75,55-08-68-62-78,Facultad de Psicologia,dpinnockec2@photobucket.com
NLZX950629MEBQXJ79,SUSANA,CABRERA,RENTERIA,NEZAHUALCOYOTL,MAR JONICO  ,757,17450,E,jxnz/wdchztrg.cuz,41-62-23-64,55-49-34-84-08,Facultad de Medicina,ogelletlyc3@dot.gov
MHXB671205MVBWEP12,ALICIA,CABRERA,PUENTE,NEZAHUALCOYOTL,VALLE PASSOS  ,48,73673,E,tkgcy/lukdvb.zil,27-39-91-90,55-65-84-06-67,Facultad de Psicologia,akitteringhamc4@nih.gov
BYFG871229MSUZIF88,LUIS EDUARDO,CABRERA,COLETTO,NEZAHUALCOYOTL,LA GARITA  ,7,99241,E,ipshv/vungk.ncr,31-58-61-42,55-06-71-23-35,Facultad de Ciencias,hbutterc5@japanpost.jp
YPOB901209HJINPL52,JUAN ANTONIO,CABRERA,ORGA,NEZAHUALCOYOTL,ORQUIDEA  ,32,74346,E,rahoyb/hzflu.ywb,60-99-74-07,55-80-86-52-67,Facultad de Ciencias,fstainerc6@vinaora.com
QWGR661129HCKMNW13,ALICIA,CABRERA,PUENTE,NEZAHUALCOYOTL,HEROES DE NACOZARI  ,798,49478,E,hlzcrs/yqkjbiuap.jwv,57-31-73-10,55-96-26-85-44,Facultad de Quimica,bdavitashvilic7@hubpages.com
DENB921229MVJPEO83,NELSON MARIO,CABRERA,SOSA,NEZAHUALCOYOTL,LOMBARDOS  ,61,90049,E,jypqeah/hydpckjwq.wqd,39-71-71-91,55-99-43-05-59,Facultad de Quimica,dgrishinovc8@instagram.com
FDQL910906HMHGBL35,SILVIA RAQUEL,CABRERA,LUZARDO,NEZAHUALCOYOTL,MAR ROJO  ,6,52182,E,lrypb/swuvcgx.fxz,84-89-22-81,55-84-05-46-51,Facultad de Quimica,cgorgenc9@hc360.com
EILW811207MZIMGD13,MARINI SOFIA,CABRERA,FAROLINI,NEZAHUALCOYOTL,PEDRO RAMIREZ DEL CASTILLO  ,82364,45367,E,zudtr/gtdizjbmp.ruy,25-13-57-89,55-27-74-88-48,Facultad de Quimica,tzmitrukca@bigcartel.com
RNCX991229HCGFNO16,GERARDO E.,CABRERA,ROCHA,NEZAHUALCOYOTL,LLUVIA  ,20193,51530,E,pfdhstlx/nvmocxtg.zyn,80-61-80-46,55-25-88-30-98,Facultad de Quimica,vbaltrushaitiscb@uol.com.br
IAVS891128MIQYZJ60,JORGE GUALBERTO,CABRERA,LESTEGAS,NEZAHUALCOYOTL,DURANGO  ,4,96750,E,jbnpsxocdm/urmhedbyiv.evo,42-19-95-71,55-19-01-44-24,Facultad de Quimica,sestcotcc@seattletimes.com
QLWX921219MMQZWF22,GUSTAVO LUIS,CABRERA,PEREYRA,NEZAHUALCOYOTL,VILLA DE LAS FLORES  ,0,86990,E,cmqvjibpsy/npfarschb.iuo,97-40-36-09,55-21-02-88-05,Facultad de Quimica,dwarhamcd@vimeo.com
YLSB990919MEQBDW91,TACUABE,CABRERA,ZIEGLER,NEZAHUALCOYOTL,CALLE  DE MAYO  ,43,24538,E,bfhjed/pfrgnq.psm,34-51-07-43,55-31-57-83-57,Facultad de Ciencias,khatfullce@alexa.com
JYGH991027MYRZSV61,MAR?A CRISTINA,CABRERA,COSTA,NEZAHUALCOYOTL,CALLE   ,9070,52513,E,hbzvkaoux/ijxvpu.ufe,69-39-73-02,55-92-09-10-03,Facultad de Odontologia,mloveguardcf@shop-pro.jp
DXUZ981229MPHKRU29,ANA ALICIA,CABRERA,UHALDE,NEZAHUALCOYOTL,ROSAL  ,4311,31272,E,lisfmc/lbakwufpr.ogl,08-43-71-11,55-25-09-83-28,Facultad de Quimica,ngerrillcg@apple.com
BUKT971129HDKCBF25,MYRIAM GRACIELA,CACERES,TONCHEFF,NEZAHUALCOYOTL,FRANCISCO DEL PASO Y TRONCOSO  ,146,13667,T,lsijkaneyd/jkfuewcdy.ecw,05-22-07-92,55-39-47-19-82,Facultad de Quimica,mdesaurch@topsy.com
HQDY601219MQYPIZ64,FERNANDO,CACERES,AVILES,NEZAHUALCOYOTL,CAMPESINOS  ,0,61963,T,ozjexny/vbnkxhti.ukh,40-59-65-23,55-73-68-97-14,Facultad de Ciencias,amacenteeci@jugem.jp
FDVS921029HTNKWG83,RICHARD OROSMAN,CACERES,CARRO,NEZAHUALCOYOTL,AND LAS LEYES DE REFORMA  ,652,48673,T,kvjwmz/qjou.crt,99-39-50-44,55-12-94-09-33,Facultad de Psicologia,dsnazlecj@behance.net
BVUM861129HWTGOR68,MAURICIO DANILO,CACERES,CARRO,NEZAHUALCOYOTL,CERRO DE LAS PALOMAS  ,7,57248,T,hcbs/artcq.vcr,28-74-38-34,55-63-25-57-16,Facultad de Psicologia,hdrewellck@cargocollective.com
HMGC920909MFRUOZ54,JORGE ATILIO,CAFFERA,JURI,NEZAHUALCOYOTL,AV. MORELOS SUR  ,67,33851,T,iecb/vrnzkmfs.esk,86-23-62-62,55-35-70-37-03,Facultad de Ciencias,nmacpharlaincl@altervista.org
GOCD981228HLQCVF65,GERARDDO,CAFFERA,MORANDI,ECATEPEC,CALLE   ,3,99056,T,whkx/ljrp.kps,39-68-35-41,55-20-94-01-62,Facultad de Psicologia,astotherfieldcm@europa.eu
NHVL891019HJBMTX59,DANIEL,CAGGIANI,ROSAS,ECATEPEC,AMAPOLA  ,502,28962,T,zafbotvncx/ynuiks.zys,24-59-41-71,55-69-35-08-02,Facultad de Quimica,siglesiacn@yale.edu
CWNY961229HGTLZI36,MATILDE ISABEL,CAIRELLO,SOSA,ECATEPEC,GUADALUPE VICTORIA  ,6,58319,T,scfbjmeg/xbhgdtuik.nyt,05-34-54-65,55-87-88-00-04,Facultad de Ciencias,kfeatherstonhalghco@elegantthemes.com
VEQT611228HOPGBJ12,CECILIA,CAIRO,MONREAL,ECATEPEC,A. CALLE SUR  ,2,12479,T,qoez/qolcsjfbmk.ntb,67-26-09-11,55-39-24-21-28,Facultad de Musica,mcolleymorecp@sbwire.com
GCMP901229HFHEDN49,OLGA GRACIELA,CAITANO,ACOSTA,ECATEPEC,FRESNOS  ,54,76441,T,khbc/inth.fja,95-02-59-11,55-09-88-68-44,Facultad de Quimica,aaguscq@google.co.uk
RCUV871108MEPWGY29,CARLA MARIELA,CAJIGA,BOTELLA,ECATEPEC,BULEVARD DE LA HACIENDA  ,8228,78265,T,sqlpbfn/zrwojsdly.hdr,35-81-49-83,55-96-99-92-49,Facultad de Quimica,mkestlecr@weebly.com
FAVS721226HVDJEI36,ANGEL MANUEL,CAL,SHABAN,ECATEPEC,PALMIRA  ,483,73067,T,djwe/gwodvpnbi.qhw,92-34-81-57,55-78-87-73-54,Facultad de Quimica,bbrockbankcs@icq.com
RUJX931218MPKWIJ68,MARIO ALBERTO,CALABUIG,FERNANDEZ,ECATEPEC,PALMIRA  ,72,38303,T,nmqwibyv/jrdk.nxz,89-82-39-93,55-60-15-41-33,Facultad de Odontologia,caugustinct@nytimes.com
KFNU921109MRCMOA18,FERNANDO,CALLOIA,RAFFO,ECATEPEC,VILLA FRATI  ,6530,96457,T,rmcdonek/xpzlh.dro,24-72-86-07,55-28-23-88-79,Facultad de Odontologia,lcheercu@typepad.com
JQBX991207MLWSHN94,MARICEL,CALTIERI,ELOSEGUI,ECATEPEC,MARINA NACIONAL  ,4,36770,T,zuknya/wcliskufo.lvx,42-43-20-88,55-27-56-78-80,Facultad de Quimica,jondrasekcv@purevolume.com
JLVX991225HFVKPC91,ROBERTO,CALVO,BALSAS,ECATEPEC,U. HAB SAN PABLO XALPA  ,88,49498,T,tzawvy/jvdznaf.qwl,68-37-28-49,55-45-86-87-93,Facultad de Ciencias,ejaeggicw@hud.gov
LKYU931219HBLITQ57,RICARDO,CALVO,PENA,ECATEPEC,AV VICENTE RIVA PALACIO  ,98186,15615,T,blzwoc/wgirvn.tcx,36-60-93-66,55-34-93-79-11,Facultad de Ciencias,ghotsoncx@google.nl
KCHU791219HUMCLS84,ANA MARIA,CALZADA,SANTA CRUZ,ECATEPEC,TENORIOS  ,4135,86038,T,koiwhr/zmklvba.feq,21-57-00-36,55-32-09-85-76,Facultad de Psicologia,bowbrickcy@storify.com
UQNX991209HVLHMC65,LUIS ALBERTO,CAMACHO,SILVEIRA,ECATEPEC,CLUB ATLAS  ,313,99137,T,rqxcjsv/sqkubad.pas,00-41-09-42,55-10-19-22-71,Facultad de Ciencias,btroyescz@weibo.com
XLTW821228HKMXHT63,ALBERTO MANUEL,CAMACHO,RODRIGUEZ,ECATEPEC, DE SEPTIEMBRE  ,79228,96881,T,ypcmoh/hfmul.ulk,31-70-54-61,55-52-47-31-12,Facultad de Ciencias,shanselld0@ca.gov
GYEA821207MXPLVD09,ZULMA SUSANA,CAMARAN,CAWEN,ECATEPEC,DR. JOSE G. PARRES  ,8,95917,T,zvwu/ymvxugzakc.dwx,54-96-05-45,55-56-45-11-22,Facultad de Odontologia,jdarmodyd1@slashdot.org
MDTY981219MPQRBE03,MARIA DE LOS ANGELES,CAMI?O,MORENO,ECATEPEC,AV. CASTILLO DE CHAPULTEPEC  ,6093,90114,T,spwh/hboliucym.jqg,99-85-09-94,55-02-08-08-46,Facultad de Ciencias,shansardd2@blogs.com
JGPX881208MJIWFH80,RUBEN DARIO,CAMIROTTI,TEJERA,ECATEPEC,LAGUNA DE TERMINOS  ,0,78753,T,sfmvo/wpxajzrf.hvs,78-73-84-23,55-70-21-49-96,Facultad de Ciencias,akobud3@java.com
IEPM781225MLUSEK48,JORGE,CAMORS,GARIBALDI,ECATEPEC,FRANCISCO DEL PASO Y TRONCOSO  ,0,41391,T,zfsl/ixntq.yan,26-46-36-30,55-61-44-58-94,Facultad de Ciencias,mpasseyd4@ucoz.ru
DUXB961105MJTRWA76,NESTOR,CAMPAL,GENNARI,ECATEPEC,CERRADA DE CANAL NACIONAL  ,568,37276,T,molaytj/hbfat.elp,69-47-25-82,55-24-84-79-65,Facultad de Ciencias,rborgesd5@shutterfly.com
KCJX681219HENAYM35,GIANNA MARIA,CAMPANELLA,SAAD,ECATEPEC,CALLE DE MINAS  ,435,72843,T,vejgui/wqsivert.cmg,66-18-98-69,55-43-02-81-98,Facultad de Ciencias,gshillidayd6@jalbum.net
DMOV770826MBTVZQ47,JORGE,CAMPANELLA,CETRANGOLO,ECATEPEC,EX. HACIENDA SAN CAYETANO  ,79,88652,T,qxyftgadrs/ftwez.mup,96-11-95-03,55-17-65-25-27,Facultad de Ciencias,nlogied7@altervista.org
VOZM671227HURYME68,JULIO CESAR,CAMPO,CHIARLA,ECATEPEC,CALLE TABASCO  ,15,79577,T,nfrq/dfoewga.qbd,01-04-07-00,55-41-86-80-46,Facultad de Ciencias,lgreshamd8@mit.edu
CXIQ781009HTUJQV55,CARLOS DEBELQUI,CAMPOS,SILVA,ECATEPEC,CALLE   ,3,18206,T,qltvxs/sqadf.zfk,57-06-59-08,55-48-92-13-11,Facultad de Ciencias,gbaroschd9@surveymonkey.com
DIRW880927MENUIA14,CARLOS DANIEL,CAMY,ANTOGNAZZA,ECATEPEC,CARMEN SERDAN  ,61,30595,T,xprjfdsech/hfjbqkaln.mhd,73-47-49-92,55-07-68-82-68,Facultad de Ciencias,xmcnernda@google.com.br
JKQZ821217HPFTJX48,HECTOR,CANCELA,BOSI,ECATEPEC,ORIENTE   ,4011,25126,T,czigxy/gryxheti.ksn,09-36-20-98,55-79-08-73-37,Facultad de Ciencias,teagleshamdb@friendfeed.com
QGEI951229MOQGLZ49,ARIEL,CANCELA,VILA,ECATEPEC,AV JALISCO  ,912,45758,T,gaipcwder/jbtsdckzlu.gdi,76-39-75-83,55-67-85-34-98,Facultad de Ciencias,gvasilchikovdc@abc.net.au
LETQ750929MAHEGK14,JUAN ANDRES,CANESSA,FRANCO,ECATEPEC,CALLE  DE NOVIEMBRE  ,79591,56031,T,xgyjkhlf/iozlxmp.ojd,34-76-88-03,55-23-24-87-67,Facultad de Quimica,awilsteaddd@elpais.com
OVLI921119HMZUKF94,FANNY MARIA,CANESSA,SORIN,ECATEPEC,ANDADOR DEL LLANO  ,12314,90621,T,hjsvy/raspz.nae,28-13-39-06,55-83-06-34-94,Facultad de Psicologia,mcorbertde@va.gov
HAMK891009HJYNXB24,RAFAEL MAURICIO,CANETTI,WASSER,ECATEPEC,PINARES  ,73313,16130,T,moksgbeadh/uobpmz.zja,59-48-68-69,55-50-49-05-74,Facultad de Ciencias,alamckendf@altervista.org
ERUM861129HRSVMA37,ENRIQUE GILBERTO,CANON,PEDRAGOSA,ECATEPEC,UN HAB FUENTES BROTANTES  ,397,70956,T,ytnk/nptli.stp,86-87-22-83,55-48-43-66-89,Facultad de Odontologia,tiacovolodg@flavors.me
JUSI651209MODBHA43, HAROLDO ANTONIO,CANONIERO,MARR,ECATEPEC,AILE  ,6,11412,T,rojbptvz/kchnirbotf.wri,23-60-70-41,55-03-92-39-61,Facultad de Psicologia,lidendendh@sun.com
YPAO701227HOQHNY52,MARTA,CANOVA,ARRARTE,NAUCALPAN,JOSE SAAVEDRA DEL RAZO  ,8,18070,T,pwiueoyzth/oyqa.ygf,23-49-37-62,55-63-69-69-87,Facultad de Ciencias,rpassmandi@blogs.com
AUNS831029HYZMPN90,JUAN PEDRO,CANTERA,SENCION,NAUCALPAN,CJON.TEZONTLICPAC  ,9,83467,T,bayntopz/anhtvcweyu.plq,91-52-04-41,55-18-70-89-71,Facultad de Psicologia,cmacginneydj@youku.com
EXQA791227HGAPZX76,EDGAR FITZGERALD,CANTERO,PIALI,NAUCALPAN,VALLE PASSOS  ,821,47875,T,vorbwd/gjkqft.rwc,11-89-61-27,55-75-70-88-52,Facultad de Ciencias,kygoudk@ted.com
DRHY691119HHJGPI56,MARIA CRISTINA,CANTERO,ALBRIEUX,NAUCALPAN,MORELOS  ,31,52093,T,tbqduflcy/cqns.wun,58-04-63-37,55-54-17-52-36,Facultad de Quimica,jcinavasdl@patch.com
DSQB901122MXCZRS48,LILIANA BEATRIZ,CAPECE,SILVEIRA,NAUCALPAN,ALTOMONTE  ,199,54477,T,dipcbgjv/ncpsd.zqm,04-96-31-36,55-94-03-90-73,Facultad de Ciencias,zeastdm@skyrock.com
RVBN971218HUIKMW11,FERNANDO CARLOS,CAPOTE,LOPEZ,NAUCALPAN,TABASCO  ,88,98039,T,qluvjbmo/hausvfdrjp.wpd,09-07-02-51,55-34-59-23-85,Facultad de Ciencias,crecherdn@nih.gov
GVOD971229MLRGNQ18,CARMELO RAMON,CAPOZZOLI,CAMBOM,NAUCALPAN,BOSQUES DE BRUSELAS  ,6467,89932,T,lvirxsj/qmwdraelvj.nvw,99-78-45-95,55-34-88-25-92,Facultad de Musica,mvanstonedo@netlog.com
HNFC991207HMGTIJ35,MARIELA RAQUEL,CAPPETTA,TECHERA,NAUCALPAN,VILLA FRATI  ,138,42368,T,plzrbwncao/mhbqlf.avp,00-09-86-74,55-93-84-92-82,Facultad de Quimica,glutodp@ed.gov
NVDK970919HZVFYL51,TERESITA,CAPURRO,SILVA,NAUCALPAN,CERRO DE LAS PALOMAS  ,8,31858,T,wvsierzn/dwmacyrlq.wml,43-98-59-35,55-05-00-58-32,Facultad de Quimica,rpenderdq@amazon.co.jp
NKES991226MDQVKT95,RAUL GUILERMO,CARABALLO,ACOSTA,NAUCALPAN,TLACOTAL  ,3,90470,T,cgvry/omvcjlgnd.eth,01-47-14-18,55-52-18-00-23,Facultad de Ciencias,lstigerdr@ovh.net
RWQM921225MILTDM66,MARIA BETTINA,CARABALLO,CUNHA,NAUCALPAN,SANTA ANA  ,49598,34479,T,uwhkc/bwrnm.oiz,95-34-73-84,55-14-20-12-05,Facultad de Quimica,ctuplinds@reuters.com
BTKS941217HVTWQI10,RODOLFO ANDRES,CARAM,MARTINEZ,NAUCALPAN,MOSQUETA  ,57,30506,T,onuptvsq/qrbclua.dzi,86-91-28-65,55-40-96-29-45,Facultad de Ciencias,gregglerdt@house.gov
YINS881219MUQICG99,CARLOS MANUEL,CARAM,ELFEGO,NAUCALPAN,PIEDRAS NEGRAS  ,7,91645,T,ncxkhdwp/kxcftylduv.gld,73-80-42-00,55-33-63-58-09,Facultad de Ciencias,msnarydu@bandcamp.com
WCDV860829MILFTD86,GRISEL,CARAM,ACOSTA,NAUCALPAN,BALMACEDA  ,934,64103,T,nalhjvw/gixn.alb,22-89-17-16,55-19-16-00-04,Facultad de Ciencias,mdikdv@indiegogo.com
PJGS601209MGNULQ22,ANTONIO,CARAMBULA,SAGASTI,NAUCALPAN,CANAL SECO  ,2904,18939,T,wjvpb/agfpdic.mjs,02-55-59-61,55-85-63-64-75,Facultad de Ciencias,bfrudedw@g.co
YMLK991209MBOYCP99,GONZALO,CARAMBULA,VOLPI,NAUCALPAN,FRESNOS  ,94,92980,T,dtsopfg/cyhawdu.gwn,08-72-11-98,55-07-87-07-42,Facultad de Psicologia,ntilsondx@nymag.com
CNUQ921028MVAKRG71,MARCOS GUSTAVO,CARAMBULA,VOLPI,NAUCALPAN,TENTEL  ,91027,56264,T,cmzwel/rganmhi.phj,68-81-35-91,55-47-53-71-28,Facultad de Psicologia,gwalworthdy@ucla.edu
PXVC921119MFPGNC07,ALBERTO LAUREANO,CARAMES,SILVEIRA,NAUCALPAN,LERDO  ,16704,36178,T,cozhprtx/yikwmloth.wxd,00-53-10-79,55-80-56-89-97,Facultad de Ciencias,rlohrensendz@washingtonpost.com
RQOK691208HJFGPM24,NATALIA,CARBAJAL,MACIAS,NAUCALPAN,EMILIO LAURENT  ,78900,14198,T,qnwz/gzxirhqf.vsb,59-29-00-10,55-87-72-99-42,Facultad de Ciencias,fmiddlehurste0@tiny.cc
YADO661228MRVMAZ03,LUC?A MAR?A,CARBALLA,CHANGO,NAUCALPAN,CDA.DE LA SOLEDAD  ,4507,27706,T,dbnfcsmxu/gyhqjar.uhv,08-57-35-07,55-22-43-01-25,Facultad de Ciencias,egellette1@wiley.com
RJWL911206HIQVKF92,FELIPE,CARBALLO,DA COSTA,NAUCALPAN,DA CERRADA DE DURAZNOS  ,55,76360,T,ldiucsxbqa/tvqxrswceu.yao,59-31-90-32,55-32-79-33-73,Facultad de Ciencias,cgarne2@meetup.com
WGYZ771226MGXBCI24,ROBIN ENRIQUE,CARBALLO,VELLOZO,NAUCALPAN,MOCTEZUMA  ,9,32980,T,qxvmhlfjr/dpzlx.wry,20-08-34-70,55-94-99-69-79,Facultad de Quimica,kwhalle3@cbc.ca
EKTU641108HUWBPK65,ADRIANA,CARDANI,GODI?O,NAUCALPAN,CAMINO REAL AL AJUSCO  ,1,53989,T,yxfoe/ojpye.cjg,67-08-70-63,55-21-30-72-28,Facultad de Musica,faspdene4@ihg.com
JHPF931118MVFLSM97,FERNANDO RAUL,CARDINAL,PIEGAS,NAUCALPAN,YUCATAN  ,74929,27528,T,vtwn/tqxls.rub,16-33-13-05,55-25-54-84-29,Facultad de Quimica,gbirdse5@cloudflare.com
WAYQ981229HRBUJH30,JOSE CARLOS,CARDOSO,SILVA,NAUCALPAN,CALZADA DE LAS BOMBAS  ,1054,60736,T,mjosufv/rwlk.cdz,95-96-41-51,55-97-61-73-72,Facultad de Quimica,fcringlee6@nps.gov
NIBF901228HMLNBE71,GERMAN,CARDOSO,FERREIRA,NAUCALPAN,NORTE   ,54,77495,T,afcnbjgdem/bjxsgpi.zve,49-60-61-96,55-99-84-40-37,Facultad de Ciencias,maugiee7@cam.ac.uk
BUVC911229HVXHYG64,SILVIO RICARDO,CARDOSO,PIOLI,NAUCALPAN,CDA DE MINAS  ,995,71190,T,cjelw/jdlxemstr.riw,10-79-85-77,55-00-51-57-89,Facultad de Quimica,cnuttene8@fda.gov
OYFJ791117HYBPDO10,CARLOS,CARDOZO,MARTINEZ,NAUCALPAN,DISTRITO EL PLAN  ,37,67397,T,jrntkziu/rzngcs.kbz,28-67-35-16,55-15-74-08-93,Facultad de Psicologia,psabbane9@feedburner.com
ZNOY821009MYLSKE85,GRANDENEL,CARDOZO,SOLIS,NAUCALPAN,PRIV. JESUS LECUONA  ,82,84704,T,kbzrtu/rnqljadg.afc,83-19-40-08,55-99-64-80-82,Facultad de Ciencias,bcowsbyea@angelfire.com
URXZ621218HGYMJR71,MARIA DILIA,CARDOZO,ABERO,NAUCALPAN,FERRARA  ,1,35799,T,cfezvxjtb/xmtcpq.vca,64-17-64-39,55-19-19-26-57,Facultad de Psicologia,nbruhkeeb@answers.com
BWEJ991127MKZOPF10,JULIO CESAR,CARDOZO,FERREIRA,NAUCALPAN,PROL AHUEJOTES  ,41271,43131,T,cxdklbrg/airxf.bri,59-17-47-32,55-18-37-02-37,Facultad de Ciencias,raspinwallec@example.com
FCZR941029HAETXO13,BEATRIZ,CARNELLI,VIDAUR,NAUCALPAN,IGNACIO L. VALLARTA  ,7522,59340,T,zfsxiubvml/bwlqkhgmis.osx,35-14-85-26,55-82-52-09-36,Facultad de Quimica,alanstoned@yahoo.co.jp
PLWH941219MUJXPF87,FERNANDO,CARPENTIERI,MAZZA,NAUCALPAN,BOLIVAR  ,5,84656,T,sayqlc/spfyrdui.dib,87-43-62-92,55-56-08-60-88,Facultad de Quimica,mcauderlieee@google.cn
WMAT621009HWAHKT76,LUIS ALBERTO,CARRASCO,CASTRO,NAUCALPAN,CERRO DE LA ESTRELLA  ,2,67450,T,dgmj/saljhcmtb.xqs,49-58-68-94,55-81-85-55-63,Facultad de Ciencias,ggilfordef@ihg.com
AGMB790929HFVMKP82,MARCELO HEBERT,CARRASCO,OLIVERA,NAUCALPAN,CAOBAN  ,78,76615,T,ogjkebxzi/eaompzhvk.hmx,85-10-46-32,55-57-82-61-22,Facultad de Ciencias,adunbletoneg@cocolog-nifty.com
TSOZ651228HHOAMI04,JUAN JOSE,CARRASCO,SALVIDE,NAUCALPAN,VELAZQUEZ DE LEON  ,564,48260,T,sixp/xzldinqca.itq,89-21-91-25,55-67-28-42-07,Facultad de Quimica,vholylandeh@vk.com
GIQA991129HTNRKM18,SULANGEL,CARRASCO,PEREYRA,NAUCALPAN,TLACOTAL  ,7677,68646,T,hnygfq/xcyreghjdn.uwm,96-25-06-23,55-47-60-12-68,Facultad de Quimica,misseleeei@senate.gov
GRXQ991205HHSMLE19,JAVIER,CARRAU,BONOMI,NAUCALPAN,AV. LA HUERTA  ,509,74242,T,ilsa/qvnti.pzq,34-15-19-92,55-49-80-42-49,Facultad de Quimica,aibbsej@yellowbook.com
UMOQ991209HMUJRZ62,FERNANDO,CARRAU,CORRAL,NAUCALPAN,CAOBAN  ,236,24066,T,kpshyjz/fqgnbtdmkp.flu,85-76-33-79,55-21-38-13-95,Facultad de Ciencias,snorkuttek@usgs.gov
LZKE911118HCLBEM15,CHARLES DANIEL,CARRERA,LEAL,NAUCALPAN,MONTE ALBAN  ,5822,58552,T,wojdz/mwxpajkz.mqs,07-91-69-76,55-37-67-08-35,Facultad de Ciencias,kagatesel@dot.gov
ARUX961229MQSKFZ02,JULIO,CARRERA,FERNANDEZ,NAUCALPAN,CERRADA CABRERA  ,68365,96602,T,bcuqo/yjqmxonda.lbx,70-94-48-79,55-41-22-05-09,Facultad de Quimica,rtraceem@cbslocal.com
PCGS811226MGQPRV53,ERNESTO,CARRERAS,PE?A,NAUCALPAN,LAS FLORES  ,0,48692,T,ykapv/urlw.xac,71-84-99-56,55-86-19-64-70,Facultad de Psicologia,estormouthen@cnet.com
AQHX911128HSUDXA99,LUIS MARIA,CARRESSE,TOLEDO,NAUCALPAN,HEROES DE NACOZARI  ,582,20444,T,icsum/vuxo.jlg,11-63-35-41,55-29-78-32-41,Facultad de Quimica,vbeereo@i2i.jp
HWPU971229MTUJLI39,RUBEN NELSON,CARRIL,DIBBERN,NAUCALPAN,DR ARCE  ,8836,63216,T,borezywvlm/yfoqcxtk.mgl,97-46-94-08,55-19-74-10-67,Facultad de Quimica,ciannoep@pbs.org
XBAT971009HPWVGD24,IVONNE,CARRION,RAMOS,NAUCALPAN,NORTE   ,10479,46520,T,jcfdrogsb/dkcufq.dbu,84-66-49-05,55-19-99-61-13,Facultad de Quimica,wmatiaseq@uiuc.edu
VOPC851019MAPSJQ04,AGUSTIN JOSE,CARRIQUIRY,MENDIOLA,NAUCALPAN,BILBAO  ,1694,37546,T,ygejcrn/sljeyf.ixw,35-38-77-56,55-14-78-05-99,Facultad de Quimica,sedgworther@blog.com
EBIM801219HSHLVR19,ANDRES,CARRIQUIRY,PENINO,NAUCALPAN,REAL DE LA ARBOLEDA  ,657,72889,T,moizpw/acdthq.zmj,03-90-51-02,55-86-27-68-64,Facultad de Quimica,tsheddenes@live.com
CWKJ621227HZBFPO06,GABRIELA NOEMI,CASAL,LUCHELLI,NAUCALPAN,HACIENDA DE PEÑUELAS  ,22,64200,T,lvkutaifmd/uelrvxqkjd.nqd,00-09-07-87,55-16-53-17-65,Facultad de Quimica,hfranciottiet@technorati.com
NOQP941129MRZJQO73,MARTHA YOLANDA,CASAMAYU,GOMEZ,NAUCALPAN,CONTADORES  ,2915,78813,T,guicjxr/ighnu.qdm,39-23-84-12,55-46-36-96-45,Facultad de Psicologia,mbasleyeu@state.tx.us
UMJO951116MUTSQH70,GONZALO MIGUEL,CASARAVILLA,PONSETI,NAUCALPAN,SAN MARCOS  ,6330,68696,T,zvdlkt/bmniwxjp.pwa,73-90-54-45,55-68-79-79-98,Facultad de Psicologia,cbleasev@netvibes.com
JQFP721129MBEIYZ65,VICTOR ALEJANDRO,CASARETTO,DAMINO,NAUCALPAN,RAFAELA LOPEZ AGUADO  ,8,89451,T,ivjoghckyw/wbvckues.bma,70-86-49-05,55-32-03-51-44,Facultad de Quimica,vcastlesew@wikipedia.org
TLGN931129MFKMEV61,FEDERICO RAMIRO,CASARETTO,GERFAUO,NAUCALPAN,MIGUEL NEGRETE  ,54552,24473,T,nmjvfptscb/xnoudcm.eju,30-03-04-68,55-02-28-31-88,Facultad de Ciencias,dgrabbanex@harvard.edu
